OrderID,OrderDate,StoreCity,SalesChannel,CustomerID,CustomerName,Gender,ProductID,Category,SubBrand,SKU,Quantity,UnitPrice,Discount,TotalSales,CostPrice,GrossProfit,WarrantyMonths,ReturnFlag,PaymentMode
GLM102489,10-02-2021,Bengaluru,Online,CUST459,Prerak Gara,F,WCH157,Smart,Glimmer Sport,SKU-7807,1,91720.37,0.1,82548.33,62849.7,19698.63,12,No,Debit Card
GLM102490,22-01-2023,Pune,Store,CUST1460,Heer Varma,F,WCH171,Smart,Glimmer Sport,SKU-6075,2,128960.24,0.01,255341.28,81151.35,93038.58,6,Yes,UPI
GLM102491,31-01-2018,Bengaluru,Store,CUST2643,Aarav Shroff,M,WCH117,Luxury,Glimmer Sport,SKU-4161,1,112866.47,0.21,89164.51,80076.92,9087.59,6,No,Cash
GLM102492,31-12-2023,Mumbai,Store,CUST1985,Samiha Shere,M,WCH116,Kids,Glimmer Sport,SKU-5013,3,67308.96,0.04,193849.8,49049.63,46700.91,24,No,UPI
GLM102493,21-12-2018,Hyderabad,Online,CUST1103,Hunar Tandon,F,WCH55,Women,Glimmer Classic,SKU-3018,2,99931.68,0.1,179877.02,73605.84,32665.34,12,No,Cash
GLM102494,03-09-2020,Chennai,Store,CUST2846,Devansh Bora,M,WCH10,Women,Glimmer Classic,SKU-1454,3,40198,0.13,104916.78,28981.66,17971.8,24,Yes,UPI
GLM102495,04-02-2022,Mumbai,Online,CUST588,Ahana  Sanghvi,F,WCH158,Men,Glimmer Luxe,SKU-9796,3,98056.71,0.07,273578.22,71090.55,60306.57,6,No,UPI
GLM102496,27-02-2022,Kolkata,Store,CUST1462,Kanav Seth,M,WCH108,Men,Glimmer Smart,SKU-2378,3,9911.4,0.04,28544.83,6988.11,7580.5,6,Yes,Credit Card
GLM102497,14-12-2023,Delhi,Online,CUST27,Seher Wali,M,WCH68,Luxury,Glimmer Classic,SKU-3769,1,115179.39,0.1,103661.45,82325.59,21335.86,24,No,Debit Card
GLM102498,09-04-2022,Bengaluru,Store,CUST1033,Neysa Sant,M,WCH131,Women,Glimmer Luxe,SKU-3897,2,93684.81,0.12,164885.27,57886.34,49112.59,24,Yes,UPI
GLM102499,25-02-2021,Mumbai,Store,CUST2168,Nitara Kurian,F,WCH23,Women,Glimmer Smart,SKU-4417,3,128133.65,0.23,295988.73,94783.62,11637.87,6,Yes,UPI
GLM102500,01-02-2021,Pune,Online,CUST1155,Kanav Yohannan,M,WCH176,Luxury,Glimmer Classic,SKU-1126,1,98855.62,0.11,87981.5,66616.86,21364.64,6,Yes,NetBanking
GLM102501,23-04-2021,Hyderabad,Online,CUST2211,Sara Shah,F,WCH150,Men,Glimmer Luxe,SKU-1114,2,24113.41,0.05,45815.48,15369.91,15075.66,6,Yes,Credit Card
GLM102502,02-06-2024,Delhi,Store,CUST993,Aarav Buch,F,WCH100,Women,Glimmer Classic,SKU-1192,2,125577.03,0.2,200923.25,76964.18,46994.89,6,No,Cash
GLM102503,21-05-2024,Ahmedabad,Online,CUST1641,Yasmin Shetty,M,WCH56,Women,Glimmer Sport,SKU-7691,2,115921.7,0.12,204022.19,84229.13,35563.93,12,Yes,Debit Card
GLM102504,06-09-2022,Mumbai,Store,CUST1810,Aradhya Varma,M,WCH1,Luxury,Glimmer Sport,SKU-5380,2,140947.25,0.01,279075.55,105697.87,67679.81,12,Yes,NetBanking
GLM102505,12-01-2024,Mumbai,Online,CUST1947,Shlok Chaudry,F,WCH15,Men,Glimmer Smart,SKU-9170,3,56636.09,0.24,129130.29,38028.66,15044.31,24,No,Cash
GLM102506,11-02-2019,Hyderabad,Online,CUST539,Reyansh Tella,F,WCH189,Kids,Glimmer Luxe,SKU-8872,1,96848.05,0.06,91037.17,64976.47,26060.7,24,Yes,Debit Card
GLM102507,28-05-2021,Chennai,Store,CUST775,Shaan Sathe,F,WCH114,Kids,Glimmer Sport,SKU-1089,1,103761.37,0.2,83009.1,67363.57,15645.53,24,No,NetBanking
GLM102508,27-02-2023,Chennai,Online,CUST2595,Ishita Kala,F,WCH44,Luxury,Glimmer Sport,SKU-1390,1,14924.73,0.03,14476.99,10765.93,3711.06,12,Yes,Credit Card
GLM102509,29-12-2019,Hyderabad,Online,CUST2876,Indrans Bali,M,WCH144,Men,Glimmer Sport,SKU-5988,2,138605.38,0.09,252261.79,91734.8,68792.19,12,No,Debit Card
GLM102510,24-06-2023,Hyderabad,Store,CUST1913,Jayan Dash,M,WCH93,Kids,Glimmer Classic,SKU-7863,2,39614.22,0.13,68928.74,24501.61,19925.52,24,No,Debit Card
GLM102511,14-09-2023,Kolkata,Online,CUST2410,Dhanush Sharaf,F,WCH99,Smart,Glimmer Classic,SKU-9210,1,37318.56,0.08,34333.08,23376.58,10956.5,24,Yes,Credit Card
GLM102512,04-08-2023,Chennai,Online,CUST2497,Saanvi Cheema,M,WCH8,Women,Glimmer Classic,SKU-7591,2,116471.17,0.08,214306.95,72739.75,68827.45,6,Yes,Debit Card
GLM102513,02-05-2023,Bengaluru,Store,CUST1574,Pranay Swamy,F,WCH53,Luxury,Glimmer Smart,SKU-9625,2,35601.35,0.15,60522.29,23939.94,12642.41,12,No,UPI
GLM102514,27-04-2022,Delhi,Store,CUST2741,Saira Varghese,M,WCH61,Men,Glimmer Sport,SKU-8781,1,63162.18,0.15,53687.85,43655.21,10032.64,12,No,NetBanking
GLM102515,24-04-2022,Ahmedabad,Online,CUST806,Shayak Mand,F,WCH3,Kids,Glimmer Sport,SKU-4133,2,75467.05,0.13,131312.67,51500.22,28312.23,24,No,UPI
GLM102516,26-03-2023,Hyderabad,Store,CUST1151,Siya Suri,F,WCH100,Luxury,Glimmer Smart,SKU-9513,3,14962.23,0.12,39500.29,9806.06,10082.11,12,No,Cash
GLM102517,05-08-2021,Bengaluru,Store,CUST2415,Oorja Borde,F,WCH25,Luxury,Glimmer Smart,SKU-3053,3,4346.77,0.21,10301.84,3220.51,640.31,12,Yes,Debit Card
GLM102518,16-01-2024,Kolkata,Store,CUST2454,Vaibhav Chaudhuri,M,WCH10,Smart,Glimmer Sport,SKU-7725,3,47021.89,0.03,136833.7,33406.08,36615.46,24,Yes,NetBanking
GLM102519,06-08-2020,Pune,Online,CUST2546,Inaaya  Rege,F,WCH140,Smart,Glimmer Classic,SKU-8742,2,143229.89,0.09,260678.4,90461.86,79754.68,12,No,Cash
GLM102520,26-08-2020,Delhi,Store,CUST1810,Emir Dora,F,WCH82,Luxury,Glimmer Luxe,SKU-8262,3,139825.32,0.22,327191.25,91355.5,53124.75,24,No,Credit Card
GLM102521,18-11-2020,Chennai,Online,CUST1708,Dharmajan Sama,M,WCH61,Kids,Glimmer Sport,SKU-6072,1,52402.59,0.1,47162.33,37117.92,10044.41,6,No,Debit Card
GLM102522,14-02-2024,Delhi,Store,CUST2384,Adira Karpe,F,WCH125,Women,Glimmer Smart,SKU-6385,1,78928.01,0.05,74981.61,58497.68,16483.93,12,No,Cash
GLM102523,29-06-2018,Bengaluru,Store,CUST2201,Hunar Solanki,F,WCH189,Men,Glimmer Classic,SKU-9775,1,44153.79,0.07,41063.02,29087.4,11975.62,12,Yes,Debit Card
GLM102524,04-09-2020,Bengaluru,Online,CUST1476,Dhanush Korpal,F,WCH124,Luxury,Glimmer Sport,SKU-5417,2,19707.42,0.15,33502.61,14640.96,4220.69,6,No,NetBanking
GLM102525,18-05-2019,Chennai,Store,CUST168,Aniruddh Vig,M,WCH147,Luxury,Glimmer Luxe,SKU-2611,3,61592.34,0.21,145973.85,42271.82,19158.39,24,No,Debit Card
GLM102526,05-09-2018,Delhi,Store,CUST1380,Vidur Tella,F,WCH24,Kids,Glimmer Luxe,SKU-6771,2,101112.76,0.24,153691.4,73866.8,5957.8,12,Yes,Debit Card
GLM102527,12-04-2020,Pune,Online,CUST2091,Zeeshan Barad,M,WCH92,Women,Glimmer Smart,SKU-7346,1,146759.79,0.25,110069.84,109309.16,760.68,12,No,Debit Card
GLM102528,19-05-2023,Kolkata,Online,CUST2295,Amira Madan,M,WCH199,Smart,Glimmer Luxe,SKU-7658,1,139344.82,0.14,119836.55,99662.39,20174.16,24,Yes,Debit Card
GLM102529,01-08-2022,Pune,Store,CUST2046,Priyansh Toor,M,WCH135,Women,Glimmer Classic,SKU-2781,2,147080.18,0.1,264744.32,91822.31,81099.7,12,No,NetBanking
GLM102530,11-12-2022,Chennai,Store,CUST2908,Taimur Kurian,F,WCH23,Luxury,Glimmer Classic,SKU-6864,2,148731.1,0.22,232020.52,94923.67,42173.18,12,Yes,UPI
GLM102531,14-02-2020,Delhi,Online,CUST2863,Lakshay Rajan,M,WCH95,Luxury,Glimmer Luxe,SKU-3245,3,28870.6,0.05,82281.21,18566.08,26582.97,12,No,UPI
GLM102532,21-05-2024,Kolkata,Online,CUST2792,Chirag Mammen,F,WCH131,Luxury,Glimmer Sport,SKU-2763,2,102003.3,0.02,199926.47,66573.54,66779.39,6,No,Credit Card
GLM102533,21-01-2021,Kolkata,Store,CUST2551,Yuvaan Seth,M,WCH49,Men,Glimmer Luxe,SKU-5494,3,95103.92,0.04,273899.29,69526.48,65319.85,6,Yes,Cash
GLM102534,11-11-2021,Hyderabad,Store,CUST423,Tarini Ravi,F,WCH76,Men,Glimmer Sport,SKU-4984,3,110895.55,0.18,272803.05,67308.06,70878.87,12,Yes,Debit Card
GLM102535,30-11-2024,Delhi,Store,CUST1554,Anahi Bala,M,WCH23,Luxury,Glimmer Classic,SKU-1897,2,143041.39,0.07,266056.99,93279.73,79497.53,24,No,NetBanking
GLM102536,20-05-2019,Chennai,Online,CUST753,Kavya Kota,F,WCH70,Kids,Glimmer Smart,SKU-6939,2,59400.97,0.06,111673.82,43132.91,25408,24,No,UPI
GLM102537,07-02-2021,Ahmedabad,Online,CUST2844,Vidur Bansal,M,WCH20,Smart,Glimmer Smart,SKU-4405,1,72771.1,0.03,70587.97,52004.74,18583.23,12,No,Debit Card
GLM102538,05-03-2021,Hyderabad,Store,CUST735,Hunar Barad,M,WCH53,Luxury,Glimmer Smart,SKU-1436,2,30343.44,0.19,49156.37,18994.26,11167.85,6,No,Credit Card
GLM102539,15-05-2020,Chennai,Store,CUST1812,Pari Bhatia,F,WCH162,Men,Glimmer Luxe,SKU-3067,3,109481.21,0.05,312021.45,71542.28,97394.61,12,No,NetBanking
GLM102540,04-09-2023,Chennai,Online,CUST2824,Jayan De,M,WCH194,Smart,Glimmer Luxe,SKU-9870,2,26959.11,0.04,51761.49,17916.59,15928.31,12,Yes,NetBanking
GLM102541,08-08-2022,Kolkata,Online,CUST2810,Azad Mammen,F,WCH126,Men,Glimmer Sport,SKU-6475,3,147173.88,0.04,423860.77,91302.76,149952.49,6,No,Credit Card
GLM102542,29-06-2023,Pune,Store,CUST1233,Damini Toor,M,WCH12,Women,Glimmer Sport,SKU-3320,3,20058.42,0.18,49343.71,14513.6,5802.91,24,No,Credit Card
GLM102543,15-03-2024,Ahmedabad,Online,CUST857,Manjari Seth,M,WCH109,Luxury,Glimmer Smart,SKU-8497,3,129321.07,0.24,294852.04,83622.54,43984.42,12,No,Cash
GLM102544,07-02-2024,Chennai,Online,CUST476,Raghav Jani,M,WCH3,Women,Glimmer Luxe,SKU-2114,2,73191.17,0.2,117105.87,45437.24,26231.39,24,No,Cash
GLM102545,18-05-2023,Chennai,Store,CUST555,Reyansh Vasa,M,WCH136,Men,Glimmer Classic,SKU-6019,2,88522.5,0.15,150488.25,57498.73,35490.79,12,No,Cash
GLM102546,15-06-2019,Delhi,Store,CUST1510,Anaya Sanghvi,F,WCH184,Kids,Glimmer Sport,SKU-4995,3,16482.53,0.15,42030.45,10614.52,10186.89,24,Yes,Credit Card
GLM102547,13-06-2019,Ahmedabad,Online,CUST665,Zoya Gill,M,WCH44,Luxury,Glimmer Luxe,SKU-4799,3,142537.14,0.22,333536.91,85774.36,76213.83,6,Yes,Credit Card
GLM102548,24-06-2021,Bengaluru,Online,CUST12,Kimaya Karan,M,WCH61,Luxury,Glimmer Luxe,SKU-4315,1,81231.83,0.24,61736.19,51378.86,10357.33,6,No,NetBanking
GLM102549,11-02-2024,Pune,Online,CUST438,Amira Sundaram,M,WCH26,Women,Glimmer Luxe,SKU-3677,1,70565.63,0.17,58569.47,45837.79,12731.68,6,No,Credit Card
GLM102550,05-10-2022,Chennai,Store,CUST2124,Nehmat Chakrabarti,F,WCH147,Kids,Glimmer Luxe,SKU-8913,1,71168.22,0.16,59781.3,47395.79,12385.51,24,No,Credit Card
GLM102551,18-02-2021,Ahmedabad,Store,CUST2384,Ranbir Dugar,M,WCH49,Luxury,Glimmer Sport,SKU-8299,3,45032.07,0.24,102673.12,28116.86,18322.54,12,No,Credit Card
GLM102552,03-09-2018,Chennai,Store,CUST1889,Vanya Mand,F,WCH175,Luxury,Glimmer Classic,SKU-5085,2,26690.45,0.21,42170.91,19283.21,3604.49,12,No,NetBanking
GLM102553,15-10-2023,Chennai,Store,CUST133,Prisha Lad,F,WCH81,Men,Glimmer Classic,SKU-9303,3,137657.8,0.1,371676.06,82761.55,123391.41,12,No,Debit Card
GLM102554,24-09-2023,Ahmedabad,Online,CUST1204,Uthkarsh Sahni,F,WCH54,Kids,Glimmer Sport,SKU-5628,3,35673,0.19,86685.39,26007.12,8664.03,24,No,Debit Card
GLM102555,04-05-2022,Chennai,Online,CUST1289,Raghav Doctor,F,WCH161,Men,Glimmer Classic,SKU-9324,3,100450.45,0.03,292310.81,72842.9,73782.11,6,Yes,UPI
GLM102556,09-04-2018,Pune,Online,CUST439,Elakshi Dugal,F,WCH95,Women,Glimmer Smart,SKU-2141,2,28783.2,0.16,48355.78,19991.97,8371.84,24,No,Credit Card
GLM102557,21-02-2023,Hyderabad,Online,CUST2528,Kashvi Gulati,F,WCH46,Luxury,Glimmer Sport,SKU-1963,3,36839.95,0.2,88415.88,25742.97,11186.97,12,Yes,NetBanking
GLM102558,19-06-2023,Kolkata,Store,CUST810,Parinaaz Edwin,F,WCH156,Luxury,Glimmer Classic,SKU-9419,2,132390.89,0.01,262133.96,98579.72,64974.52,24,No,Credit Card
GLM102559,12-06-2024,Hyderabad,Online,CUST188,Riya Shroff,M,WCH170,Kids,Glimmer Classic,SKU-2274,1,115060.69,0.22,89747.34,81484,8263.34,24,No,UPI
GLM102560,24-10-2018,Kolkata,Store,CUST2463,Akarsh Chhabra,F,WCH106,Men,Glimmer Luxe,SKU-2520,3,124020.85,0.25,279046.91,77162.3,47560.01,6,No,NetBanking
GLM102561,09-01-2022,Hyderabad,Online,CUST2940,Nehmat Shankar,M,WCH136,Women,Glimmer Classic,SKU-9958,3,45792.9,0.13,119519.47,28647.51,33576.94,12,No,Cash
GLM102562,19-09-2019,Delhi,Online,CUST65,Parinaaz Sahni,F,WCH156,Smart,Glimmer Classic,SKU-5671,2,65625.78,0.08,120751.44,44443.97,31863.5,24,No,Debit Card
GLM102563,23-11-2021,Mumbai,Store,CUST1327,Suhana Bath,F,WCH7,Kids,Glimmer Classic,SKU-7679,1,120136.09,0.03,116532.01,73698.33,42833.68,12,Yes,Credit Card
GLM102564,31-05-2024,Hyderabad,Online,CUST1688,Pihu Lal,F,WCH166,Women,Glimmer Luxe,SKU-5034,1,80083.57,0.2,64066.86,50281.03,13785.83,6,Yes,Debit Card
GLM102565,25-09-2024,Chennai,Online,CUST2030,Shayak Rajagopal,F,WCH24,Women,Glimmer Smart,SKU-3981,1,70544.25,0.24,53613.63,49827.89,3785.74,24,No,Cash
GLM102566,08-09-2021,Delhi,Online,CUST2046,Kaira Gopal,M,WCH105,Kids,Glimmer Smart,SKU-6424,2,92867.15,0.04,178304.93,56708.09,64888.75,6,Yes,Credit Card
GLM102567,05-03-2024,Mumbai,Store,CUST735,Jayant Sagar,M,WCH198,Kids,Glimmer Sport,SKU-6156,2,35319.02,0.09,64280.62,21676.9,20926.82,6,No,UPI
GLM102568,12-02-2019,Ahmedabad,Online,CUST276,Ishita Sinha,M,WCH69,Women,Glimmer Luxe,SKU-5563,3,37982.09,0.2,91157.02,27264.65,9363.07,24,No,Credit Card
GLM102569,18-11-2023,Chennai,Online,CUST515,Arnav Shere,M,WCH69,Women,Glimmer Smart,SKU-9599,3,37579.86,0.18,92446.46,27685.41,9390.23,6,No,NetBanking
GLM102570,06-02-2021,Hyderabad,Online,CUST2168,Oorja Sandal,M,WCH56,Men,Glimmer Smart,SKU-4652,3,136848.85,0.1,369491.9,89229.41,101803.67,24,Yes,NetBanking
GLM102571,20-04-2018,Ahmedabad,Store,CUST2053,Elakshi Dugal,M,WCH36,Men,Glimmer Smart,SKU-3991,2,48826.03,0.04,93745.98,32057.68,29630.62,12,Yes,Credit Card
GLM102572,24-05-2020,Kolkata,Online,CUST1021,Mannat Mann,M,WCH173,Women,Glimmer Luxe,SKU-9485,1,31835.1,0.14,27378.19,21897.72,5480.47,12,No,UPI
GLM102573,11-04-2020,Delhi,Online,CUST2216,Ojas Kalla,F,WCH111,Smart,Glimmer Smart,SKU-3293,3,147256.2,0.13,384338.68,103165.9,74840.98,12,No,Debit Card
GLM102574,21-12-2024,Hyderabad,Online,CUST2473,Biju Dubey,F,WCH108,Kids,Glimmer Smart,SKU-7788,3,125703.45,0.18,309230.49,86849.85,48680.94,6,Yes,UPI
GLM102575,31-03-2021,Mumbai,Online,CUST2678,Shanaya Chana,M,WCH153,Smart,Glimmer Classic,SKU-4265,3,2633.68,0.05,7505.99,1761.5,2221.49,24,No,NetBanking
GLM102576,01-01-2020,Hyderabad,Online,CUST1940,Lavanya Vyas,F,WCH97,Smart,Glimmer Classic,SKU-8833,2,55313.04,0.2,88500.86,35549.87,17401.12,12,Yes,UPI
GLM102577,17-10-2018,Chennai,Store,CUST1899,Urvi Buch,F,WCH198,Women,Glimmer Sport,SKU-4439,2,58750.5,0.04,112800.96,38781.81,35237.34,6,No,UPI
GLM102578,15-11-2022,Pune,Store,CUST35,Nakul Rastogi,M,WCH35,Women,Glimmer Smart,SKU-1732,2,22041.75,0.18,36148.47,14110.59,7927.29,6,Yes,NetBanking
GLM102579,11-07-2022,Delhi,Online,CUST1558,Shayak Sami,M,WCH145,Kids,Glimmer Classic,SKU-7909,1,51193.77,0.13,44538.58,35202.15,9336.43,12,No,NetBanking
GLM102580,29-01-2024,Ahmedabad,Store,CUST414,Onkar Dugar,M,WCH129,Luxury,Glimmer Smart,SKU-9387,1,61696.33,0.06,57994.55,39221.36,18773.19,6,No,Debit Card
GLM102581,07-04-2019,Ahmedabad,Online,CUST928,Sara Garde,M,WCH80,Women,Glimmer Classic,SKU-9544,1,41176.66,0.22,32117.79,27839.72,4278.07,6,Yes,Credit Card
GLM102582,30-11-2018,Pune,Store,CUST795,Kartik Samra,F,WCH173,Women,Glimmer Classic,SKU-1467,1,133274.02,0.24,101288.26,82087.38,19200.88,24,No,NetBanking
GLM102583,28-01-2021,Delhi,Store,CUST211,Neelofar Walia,M,WCH15,Smart,Glimmer Luxe,SKU-6675,2,18329.08,0.08,33725.51,12444.7,8836.11,24,Yes,UPI
GLM102584,04-07-2020,Bengaluru,Online,CUST2280,Mahika Raju,F,WCH130,Kids,Glimmer Classic,SKU-3906,3,112686.96,0.16,283971.14,71715.77,68823.83,6,No,Credit Card
GLM102585,29-06-2022,Pune,Online,CUST1625,Renee Sodhi,F,WCH168,Kids,Glimmer Sport,SKU-8953,3,36425.1,0.04,104904.29,22632.17,37007.78,12,No,Debit Card
GLM102586,25-06-2024,Hyderabad,Online,CUST821,Jhanvi Varghese,F,WCH126,Men,Glimmer Smart,SKU-7316,1,7110.34,0.12,6257.1,5006.84,1250.26,6,Yes,UPI
GLM102587,04-12-2019,Delhi,Store,CUST1908,Shayak Solanki,M,WCH181,Luxury,Glimmer Smart,SKU-7999,2,2503.79,0.2,4006.06,1626.25,753.56,6,No,Credit Card
GLM102588,17-12-2020,Hyderabad,Online,CUST268,Yuvaan Shankar,M,WCH181,Women,Glimmer Sport,SKU-2905,1,88461.96,0.08,81385,56126.23,25258.77,6,Yes,Credit Card
GLM102589,05-07-2023,Mumbai,Store,CUST86,Ayesha Bhattacharyya,M,WCH106,Kids,Glimmer Classic,SKU-6214,1,104701.75,0.21,82714.38,76608.07,6106.31,6,No,NetBanking
GLM102590,20-06-2020,Pune,Online,CUST977,Manjari Chhabra,F,WCH168,Luxury,Glimmer Smart,SKU-6482,3,85363.19,0.15,217676.13,54556.55,54006.48,24,No,UPI
GLM102591,01-12-2018,Bengaluru,Online,CUST2399,Ehsaan Atwal,F,WCH123,Smart,Glimmer Sport,SKU-9991,2,86637.72,0.19,140353.11,58023.68,24305.75,24,No,UPI
GLM102592,01-03-2019,Bengaluru,Online,CUST747,Aaryahi Raval,F,WCH33,Kids,Glimmer Smart,SKU-1368,1,54535.81,0.11,48536.87,33242.68,15294.19,12,Yes,Debit Card
GLM102593,27-02-2020,Pune,Online,CUST363,Jayan Boase,M,WCH160,Smart,Glimmer Classic,SKU-8430,1,148284.07,0.25,111213.05,95590.4,15622.65,12,No,Cash
GLM102594,11-09-2021,Bengaluru,Online,CUST1100,Nirvaan Vig,F,WCH36,Women,Glimmer Luxe,SKU-3092,2,148270.1,0.25,222405.15,103449.95,15505.25,24,No,Debit Card
GLM102595,17-10-2018,Ahmedabad,Online,CUST1586,Anay Sunder,M,WCH128,Smart,Glimmer Classic,SKU-4459,1,10515.91,0.18,8623.05,7587.52,1035.53,24,No,UPI
GLM102596,03-09-2018,Pune,Online,CUST729,Misha Dalal,F,WCH174,Kids,Glimmer Sport,SKU-3173,1,136603.25,0.07,127041.02,89349.62,37691.4,12,Yes,NetBanking
GLM102597,10-06-2019,Kolkata,Store,CUST1841,Ivan Konda,M,WCH12,Smart,Glimmer Smart,SKU-5234,3,63739.29,0.02,187393.51,40587.88,65629.87,6,No,UPI
GLM102598,20-03-2021,Mumbai,Store,CUST326,Miraan Sridhar,F,WCH1,Men,Glimmer Luxe,SKU-9710,2,133956.8,0.23,206293.47,86447.11,33399.25,24,Yes,Debit Card
GLM102599,29-06-2021,Delhi,Store,CUST1924,Veer Varty,F,WCH90,Luxury,Glimmer Smart,SKU-8039,1,94517.61,0.03,91682.08,67995.34,23686.74,24,Yes,NetBanking
GLM102600,19-02-2019,Delhi,Store,CUST2411,Riaan Lalla,F,WCH183,Men,Glimmer Luxe,SKU-3728,2,75794.14,0.25,113691.21,50436.65,12817.91,6,Yes,UPI
GLM102601,23-11-2024,Bengaluru,Store,CUST621,Yashvi Saran,M,WCH96,Women,Glimmer Smart,SKU-7421,3,113379.37,0.04,326532.59,70060.98,116349.65,24,No,Credit Card
GLM102602,28-04-2023,Hyderabad,Store,CUST21,Faiyaz Raj,M,WCH141,Smart,Glimmer Smart,SKU-4396,1,19700.68,0.14,16942.58,14532.34,2410.24,12,No,UPI
GLM102603,07-09-2020,Mumbai,Store,CUST100,Emir Sachdev,F,WCH135,Men,Glimmer Luxe,SKU-9071,1,65114.68,0.2,52091.74,43925.45,8166.29,12,Yes,NetBanking
GLM102604,17-03-2024,Mumbai,Online,CUST500,Amira Divan,F,WCH81,Men,Glimmer Smart,SKU-3038,3,10052.45,0.06,28347.91,7251.91,6592.18,6,No,Credit Card
GLM102605,15-11-2023,Pune,Online,CUST592,Riaan Savant,F,WCH162,Luxury,Glimmer Classic,SKU-8340,3,22155.17,0.11,59154.3,13576.77,18423.99,6,No,NetBanking
GLM102606,22-05-2018,Bengaluru,Online,CUST2929,Prerak Mahal,M,WCH129,Kids,Glimmer Luxe,SKU-2661,2,100524.1,0.18,164859.52,60930.4,42998.72,24,No,UPI
GLM102607,27-04-2024,Delhi,Online,CUST2438,Taimur Mani,F,WCH143,Smart,Glimmer Classic,SKU-1081,1,32174.55,0.03,31209.31,19734.93,11474.38,6,Yes,Cash
GLM102608,12-06-2019,Bengaluru,Store,CUST272,Shaan Mangal,M,WCH146,Luxury,Glimmer Sport,SKU-5376,3,148782.12,0.07,415102.11,109384.83,86947.62,6,No,UPI
GLM102609,12-04-2019,Hyderabad,Online,CUST1368,Nishith Khare,F,WCH191,Men,Glimmer Sport,SKU-4867,1,148607.44,0.06,139690.99,101792.48,37898.51,12,No,NetBanking
GLM102610,14-10-2020,Delhi,Store,CUST111,Jhanvi Hans,F,WCH11,Men,Glimmer Sport,SKU-4690,1,41320.64,0.16,34709.34,27166.64,7542.7,12,No,UPI
GLM102611,30-03-2020,Bengaluru,Store,CUST2304,Vritika Bhavsar,F,WCH61,Men,Glimmer Luxe,SKU-2760,2,50635.43,0.24,76965.85,33680.56,9604.73,24,No,Cash
GLM102612,02-10-2019,Bengaluru,Online,CUST1515,Siya Dhar,M,WCH153,Men,Glimmer Smart,SKU-2182,2,113280.42,0.01,224295.23,81590.66,61113.91,12,No,Credit Card
GLM102613,05-03-2023,Pune,Store,CUST1030,Samarth Buch,M,WCH99,Men,Glimmer Sport,SKU-4393,3,82532.72,0.12,217886.38,52865.75,59289.13,6,No,NetBanking
GLM102614,31-12-2021,Kolkata,Store,CUST556,Vaibhav Raman,M,WCH148,Smart,Glimmer Smart,SKU-4753,2,88493.27,0.23,136279.64,57420.61,21438.42,6,No,UPI
GLM102615,27-12-2019,Hyderabad,Online,CUST2826,Rohan Sama,F,WCH121,Men,Glimmer Sport,SKU-6949,1,119707.94,0.11,106540.07,84623.15,21916.92,6,No,Debit Card
GLM102616,07-05-2024,Kolkata,Online,CUST817,Divij Srinivasan,M,WCH9,Men,Glimmer Smart,SKU-3901,1,45270.53,0.05,43007,29097.88,13909.12,12,No,Debit Card
GLM102617,08-05-2024,Ahmedabad,Store,CUST682,Jayant De,M,WCH82,Men,Glimmer Sport,SKU-3101,2,114030.18,0.14,196131.91,82208.12,31715.67,6,No,NetBanking
GLM102618,28-01-2024,Bengaluru,Online,CUST1139,Yuvaan Atwal,F,WCH57,Smart,Glimmer Luxe,SKU-2426,2,84962.23,0.02,166525.97,62454.34,41617.29,24,No,Credit Card
GLM102619,09-10-2021,Chennai,Store,CUST1586,Farhan Bose,M,WCH84,Smart,Glimmer Smart,SKU-5514,1,39637.69,0.01,39241.31,23921.03,15320.28,24,No,Credit Card
GLM102620,12-05-2021,Mumbai,Store,CUST627,Taimur Kadakia,F,WCH36,Women,Glimmer Luxe,SKU-7244,3,120676.66,0.12,318586.38,79213.06,80947.2,24,No,Debit Card
GLM102621,17-01-2024,Mumbai,Online,CUST1698,Samar Gera,F,WCH133,Women,Glimmer Smart,SKU-1348,3,139049.78,0.17,346233.95,87791.82,82858.49,24,No,Debit Card
GLM102622,05-11-2019,Ahmedabad,Online,CUST2295,Krish Tak,M,WCH66,Smart,Glimmer Luxe,SKU-1105,2,41840.87,0.06,78660.84,31099.97,16460.9,12,Yes,NetBanking
GLM102623,09-04-2024,Hyderabad,Online,CUST1117,Pari Gopal,F,WCH103,Luxury,Glimmer Classic,SKU-1051,2,4919.56,0.08,9051.99,3169.59,2712.81,24,No,Credit Card
GLM102624,10-02-2024,Chennai,Online,CUST1336,Ivana Shankar,M,WCH5,Luxury,Glimmer Classic,SKU-7076,3,111720.87,0.15,284888.22,78120.51,50526.69,24,Yes,Credit Card
GLM102625,14-07-2021,Delhi,Online,CUST621,Adah Ganesh,M,WCH1,Luxury,Glimmer Classic,SKU-8498,3,33841.3,0.2,81219.12,20391.64,20044.2,24,Yes,NetBanking
GLM102626,31-05-2019,Mumbai,Online,CUST1606,Madhav Khare,M,WCH94,Women,Glimmer Smart,SKU-7411,1,63213.82,0.13,54996.02,39906.42,15089.6,6,No,NetBanking
GLM102627,09-08-2022,Chennai,Store,CUST1301,Pranay Hayer,F,WCH18,Luxury,Glimmer Sport,SKU-2207,3,136627.78,0.12,360697.34,85365.67,104600.33,24,No,UPI
