OrderID,OrderDate,ProductID,ProductName,SKU,CustomerName,Region,Category,SubCategory,SalesChannel,Quantity,UnitPrice,Discount,TotalSales,EstimatedCost,EstimatedProfit
ORD103540,2018-11-12,PRD6879,Laptops X,SKU-30938,Anya Bhatia,Gujarat,Electronics,Laptops,Store,2,50.7,0.03,98.36,23.86,52.07
ORD103541,2017-07-29,PRD10543,Skincare Max,SKU-33506,Taran Subramanian,Punjab,Beauty,Skincare,Store,1,471.14,0.28,339.22,355.06,83.58
ORD103542,2025-01-01,PRD2165,Women Elite,SKU-78280,Lagan Chopra,Nagaland,Clothing,Women,Store,4,113.83,0.21,359.7,68.5,143.24
ORD103543,2021-07-24,PRD7826,Laptops Elite,SKU-38722,Nehmat Sekhon,Odisha,Electronics,Laptops,Store,5,305.62,0.04,1466.98,145.99,766.22
ORD103544,2017-02-25,PRD10468,Furniture Elite,SKU-22722,Kaira Chand,Goa,Home & Kitchen,Furniture,Online,3,266.34,0.3,559.31,107.96,332.6
ORD103545,2017-07-26,PRD5428,Kids Max,SKU-65286,Jayant Ravi,West Bengal,Clothing,Kids,Online,7,254.76,0.09,1622.82,188.91,419.46
ORD103546,2019-07-25,PRD9309,Furniture Max,SKU-57957,Tanya Sani,Punjab,Home & Kitchen,Furniture,Store,3,51.65,0.06,145.65,33.62,50.84
ORD103547,2018-05-28,PRD5889,Team Sports Max,SKU-91476,Kartik Kumar,Goa,Sports,Team Sports,Store,10,438.68,0.29,3114.63,218.57,1562.78
ORD103548,2017-09-30,PRD4372,Appliances Plus,SKU-19276,Prisha Dass,Haryana,Home & Kitchen,Appliances,Store,9,229.36,0.3,1444.97,156.78,457.25
ORD103549,2021-06-20,PRD4173,Haircare Pro,SKU-46266,Madhup Raju,Puducherry,Beauty,Haircare,Online,4,345.61,0.19,1119.78,249.64,310.94
ORD103550,2022-01-04,PRD10764,Team Sports Plus,SKU-28739,Shalv Uppal,Nagaland,Sports,Team Sports,Store,2,70.0,0.18,114.8,39.22,50.48
ORD103551,2017-09-12,PRD5068,Furniture Pro,SKU-58055,Divyansh Goswami,Maharashtra,Home & Kitchen,Furniture,Store,3,159.57,0.24,363.82,86.25,167.17
ORD103552,2016-08-04,PRD6759,Furniture Max,SKU-97429,Saksham Jaggi,Kerala,Home & Kitchen,Furniture,Online,6,146.59,0.3,615.68,106.91,166.66
ORD103553,2020-08-15,PRD4597,Laptops X,SKU-29306,Manjari Bhandari,Telangana,Electronics,Laptops,Store,10,304.41,0.13,2648.37,213.36,792.14
ORD103554,2018-12-20,PRD2478,Haircare Plus,SKU-53327,Manjari Doshi,Tripura,Beauty,Haircare,Online,10,485.56,0.04,4661.38,297.28,1807.49
ORD103555,2018-10-27,PRD5455,Accessories Max,SKU-21959,Ojas Bhalla,Mizoram,Electronics,Accessories,Store,2,189.81,0.06,356.84,142.02,89.85
ORD103556,2020-07-19,PRD7484,Furniture X,SKU-76583,Ivan Dasgupta,Puducherry,Home & Kitchen,Furniture,Online,4,334.36,0.03,1297.32,228.67,410.08
ORD103557,2017-05-16,PRD6403,Decor Elite,SKU-59192,Dhanush Kar,Jharkhand,Home & Kitchen,Decor,Store,1,383.03,0.17,317.91,246.07,113.68
ORD103558,2016-02-01,PRD4776,Fitness X,SKU-15365,Lagan Borra,Manipur,Sports,Fitness,Online,6,362.87,0.21,1720.0,162.65,949.04
ORD103559,2018-04-17,PRD2389,Fitness Elite,SKU-90239,Anahi Thaker,Sikkim,Sports,Fitness,Store,2,351.15,0.07,653.14,265.26,159.76
ORD103560,2017-03-29,PRD10510,Haircare Max,SKU-41639,Reyansh Karnik,West Bengal,Beauty,Haircare,Online,3,203.99,0.22,477.34,85.73,276.73
ORD103561,2022-05-25,PRD1627,Decor Max,SKU-94849,Dishani Chopra,Haryana,Home & Kitchen,Decor,Store,2,128.24,0.28,184.67,77.64,72.86
ORD103562,2017-07-27,PRD9554,Outdoor Plus,SKU-77375,Pari Bedi,Chandigarh,Sports,Outdoor,Online,5,153.23,0.2,612.92,109.02,176.84
ORD103563,2022-05-03,PRD3097,Team Sports Pro,SKU-31316,Pranay Bava,Mizoram,Sports,Team Sports,Store,8,223.15,0.26,1321.05,98.66,736.98
ORD103564,2020-02-08,PRD1452,Makeup Elite,SKU-72970,Tejas Raju,Haryana,Beauty,Makeup,Online,5,403.23,0.09,1834.7,311.1,419.19
ORD103565,2023-08-29,PRD7993,Makeup Plus,SKU-27848,Armaan Shukla,Arunachal Pradesh,Beauty,Makeup,Online,8,364.98,0.27,2131.48,239.26,734.2
ORD103566,2018-07-13,PRD8717,Team Sports X,SKU-39103,Suhana Mangal,Assam,Sports,Team Sports,Store,3,207.29,0.19,503.71,162.98,107.67
ORD103567,2021-02-26,PRD7796,Outdoor Plus,SKU-28788,Ayesha Acharya,Meghalaya,Sports,Outdoor,Store,7,358.22,0.16,2106.33,276.52,480.4
ORD103568,2019-01-10,PRD2900,Makeup Plus,SKU-19774,Zain Subramanian,Assam,Beauty,Makeup,Online,1,496.7,0.29,352.66,235.18,185.68
ORD103569,2024-04-05,PRD5235,Fitness Go,SKU-23304,Ehsaan Bhatnagar,Odisha,Sports,Fitness,Store,6,423.59,0.07,2363.63,175.3,1385.46
ORD103570,2022-06-04,PRD1368,Furniture Max,SKU-98977,Aradhya Yadav,Meghalaya,Home & Kitchen,Furniture,Store,10,146.39,0.26,1083.29,74.25,533.84
ORD103571,2025-08-28,PRD9407,Makeup Go,SKU-92498,Vardaniya Varughese,Arunachal Pradesh,Beauty,Makeup,Online,1,368.36,0.27,268.9,184.28,134.38
ORD103572,2025-05-17,PRD1272,Outdoor Plus,SKU-67668,Shray Gour,Rajasthan,Sports,Outdoor,Store,6,497.37,0.17,2476.9,203.45,1463.72
ORD103573,2018-06-22,PRD9782,Women X,SKU-98395,Bhavin Ravi,Mizoram,Clothing,Women,Store,2,248.87,0.22,388.24,161.23,136.72
ORD103574,2015-07-15,PRD5986,Appliances Plus,SKU-51574,Anahi Gokhale,Jammu and Kashmir,Home & Kitchen,Appliances,Store,6,394.99,0.21,1872.25,158.05,1123.1
ORD103575,2020-04-18,PRD1499,Women Pro,SKU-51583,Heer Choudhary,Goa,Clothing,Women,Store,10,182.21,0.09,1658.11,131.26,463.65
ORD103576,2017-06-18,PRD9191,Appliances Pro,SKU-51362,Samar Ramachandran,Uttar Pradesh,Home & Kitchen,Appliances,Store,1,33.74,0.13,29.35,21.3,10.82
ORD103577,2023-07-30,PRD5640,Team Sports Pro,SKU-29580,Jhanvi Anand,Uttar Pradesh,Sports,Team Sports,Store,10,348.85,0.19,2825.69,179.07,1375.22
ORD103578,2018-07-17,PRD1221,Furniture Plus,SKU-81473,Nakul Ramesh,Jammu and Kashmir,Home & Kitchen,Furniture,Online,10,375.46,0.02,3679.51,172.44,1989.6
ORD103579,2020-04-15,PRD8309,Decor Max,SKU-78527,Mamooty Barad,Jammu and Kashmir,Home & Kitchen,Decor,Online,7,154.81,0.22,845.26,68.03,473.82
ORD103580,2016-02-16,PRD10730,Makeup Go,SKU-87064,Gokul Chand,Uttarakhand,Beauty,Makeup,Online,10,219.28,0.02,2148.94,134.86,827.32
ORD103581,2019-07-16,PRD5889,Decor Pro,SKU-85916,Ivana Balay,Jharkhand,Home & Kitchen,Decor,Store,1,112.57,0.1,101.31,69.26,38.98
ORD103582,2015-08-12,PRD7093,Makeup Elite,SKU-55735,Ivana Randhawa,Delhi,Beauty,Makeup,Store,4,183.77,0.25,551.31,121.61,186.48
ORD103583,2024-05-06,PRD2769,Appliances Pro,SKU-99828,Saira Sarma,Goa,Home & Kitchen,Appliances,Online,4,213.87,0.07,795.6,116.84,360.95
ORD103584,2020-02-07,PRD8446,Team Sports Pro,SKU-41420,Kashvi Chahal,Gujarat,Sports,Team Sports,Store,2,499.92,0.28,719.88,360.05,201.41
ORD103585,2023-08-25,PRD7710,Women Go,SKU-72467,Aarush Anand,Meghalaya,Clothing,Women,Store,9,332.95,0.06,2816.76,253.22,674.52
ORD103586,2023-11-18,PRD6829,Men Go,SKU-49414,Ivana Bera,Odisha,Clothing,Men,Online,8,127.85,0.08,940.98,53.22,549.28
ORD103587,2017-09-29,PRD7193,Skincare Plus,SKU-38873,Riaan Kara,Madhya Pradesh,Beauty,Skincare,Online,8,451.79,0.13,3144.46,300.88,1050.33
ORD103588,2020-12-08,PRD10385,Laptops Go,SKU-29039,Shamik Sinha,Rajasthan,Electronics,Laptops,Store,2,344.29,0.1,619.72,175.56,303.71
ORD103589,2017-06-18,PRD8533,Kids Pro,SKU-30785,Divyansh Chaudhari,Tamil Nadu,Clothing,Kids,Store,7,289.63,0.21,1601.65,229.78,330.97
ORD103590,2019-02-28,PRD10413,Appliances Elite,SKU-19970,Dhanush Varty,Meghalaya,Home & Kitchen,Appliances,Store,2,432.45,0.1,778.41,342.21,162.43
ORD103591,2022-01-07,PRD6601,Fitness Max,SKU-71211,Hrishita Sant,Goa,Sports,Fitness,Store,1,487.67,0.27,356.0,272.19,157.3
ORD103592,2016-04-19,PRD4255,Laptops Max,SKU-95697,Anya Konda,Andhra Pradesh,Electronics,Laptops,Store,1,250.15,0.29,177.61,166.38,59.48
ORD103593,2021-07-29,PRD8408,Decor Plus,SKU-23325,Indrans Dhar,Meghalaya,Home & Kitchen,Decor,Store,3,101.73,0.07,283.83,76.48,70.45
ORD103594,2016-06-12,PRD5038,Fitness Pro,SKU-86792,Aarav Kari,West Bengal,Sports,Fitness,Store,9,203.89,0.09,1669.86,114.58,731.45
ORD103595,2017-08-11,PRD8979,Decor Elite,SKU-14228,Shlok Issac,Chhattisgarh,Home & Kitchen,Decor,Online,6,462.8,0.26,2054.83,262.48,889.42
ORD103596,2024-12-09,PRD10643,Phones Go,SKU-18538,Azad Cheema,Chhattisgarh,Electronics,Phones,Online,8,26.59,0.28,153.16,16.37,58.87
ORD103597,2015-05-19,PRD9632,Furniture Pro,SKU-85693,Samar Bali,Uttar Pradesh,Home & Kitchen,Furniture,Online,2,64.36,0.24,97.83,40.17,36.77
ORD103598,2018-06-23,PRD7270,Furniture Go,SKU-62596,Vidur Setty,Chhattisgarh,Home & Kitchen,Furniture,Online,5,328.4,0.09,1494.22,198.3,591.95
ORD103599,2018-03-20,PRD3231,Fitness Pro,SKU-60665,Anaya Viswanathan,Haryana,Sports,Fitness,Store,8,201.91,0.13,1405.29,109.46,643.45
ORD103600,2016-09-27,PRD4070,Appliances Elite,SKU-88517,Gatik Char,Manipur,Home & Kitchen,Appliances,Online,2,98.38,0.1,177.08,40.48,104.22
ORD103601,2018-06-16,PRD10986,Decor X,SKU-62823,Ishaan Dass,Telangana,Home & Kitchen,Decor,Online,9,263.6,0.09,2158.88,125.93,1127.52
ORD103602,2022-03-26,PRD1169,Team Sports Elite,SKU-37579,Yuvaan Rout,Chhattisgarh,Sports,Team Sports,Online,4,225.19,0.04,864.73,144.84,308.54
ORD103603,2023-07-24,PRD9003,Kids Go,SKU-65997,Ivan Rastogi,Mizoram,Clothing,Kids,Store,6,54.93,0.11,293.33,27.99,143.86
ORD103604,2021-06-29,PRD1185,Skincare Pro,SKU-96308,Veer Maharaj,Punjab,Beauty,Skincare,Store,4,159.41,0.09,580.25,107.56,188.73
ORD103605,2017-10-03,PRD6315,Haircare X,SKU-33901,Divit Chauhan,Madhya Pradesh,Beauty,Haircare,Store,2,60.44,0.03,117.25,48.1,23.94
ORD103606,2017-09-25,PRD8902,Team Sports Max,SKU-30140,Vritika Butala,Andhra Pradesh,Sports,Team Sports,Store,10,272.61,0.1,2453.49,137.99,1211.58
ORD103607,2023-12-16,PRD2231,Furniture Pro,SKU-19528,Kimaya Dada,Mizoram,Home & Kitchen,Furniture,Online,9,205.57,0.13,1609.61,115.68,703.84
ORD103608,2018-08-03,PRD10250,Outdoor Max,SKU-49548,Damini Edwin,Kerala,Sports,Outdoor,Online,10,427.37,0.19,3461.7,317.73,888.08
ORD103609,2019-12-01,PRD1469,Furniture Pro,SKU-88159,Heer Banik,Uttarakhand,Home & Kitchen,Furniture,Online,9,483.75,0.0,4353.75,336.57,1324.62
ORD103610,2022-07-27,PRD2391,Team Sports X,SKU-49547,Bhavin Gour,Punjab,Sports,Team Sports,Online,8,428.72,0.24,2606.62,215.46,1296.62
ORD103611,2019-02-13,PRD6419,Furniture Max,SKU-95960,Gokul Karan,Karnataka,Home & Kitchen,Furniture,Store,9,106.06,0.26,706.36,66.44,263.87
ORD103612,2019-03-24,PRD4661,Appliances Max,SKU-13831,Ahana  Chawla,Chandigarh,Home & Kitchen,Appliances,Online,1,285.1,0.27,208.12,206.86,57.12
ORD103613,2016-01-06,PRD5404,Furniture X,SKU-77739,Anay Deep,Puducherry,Home & Kitchen,Furniture,Store,10,391.82,0.24,2977.83,271.63,913.44
ORD103614,2017-01-18,PRD6985,Accessories Go,SKU-21924,Kanav Bhattacharyya,Kerala,Electronics,Accessories,Store,6,119.09,0.12,628.8,55.0,338.4
ORD103615,2017-10-30,PRD3216,Outdoor Plus,SKU-49218,Faiyaz Upadhyay,Arunachal Pradesh,Sports,Outdoor,Online,3,183.34,0.28,396.01,143.93,85.13
ORD103616,2024-01-11,PRD9105,Appliances X,SKU-60970,Romil Ramachandran,Puducherry,Home & Kitchen,Appliances,Online,10,313.52,0.14,2696.27,145.76,1442.74
ORD103617,2019-02-09,PRD1596,Fitness Plus,SKU-51064,Inaaya  Bhandari,Odisha,Sports,Fitness,Store,9,348.7,0.26,2322.34,248.58,666.8
ORD103618,2018-09-06,PRD6394,Men Go,SKU-89740,Ishaan Tak,Sikkim,Clothing,Men,Store,6,447.52,0.13,2336.05,290.04,822.05
ORD103619,2016-10-13,PRD10634,Skincare Plus,SKU-21926,Indrajit Babu,Uttar Pradesh,Beauty,Skincare,Online,2,386.57,0.2,618.51,190.27,314.08
ORD103620,2024-03-12,PRD3166,Accessories Plus,SKU-53144,Prerak Seth,Assam,Electronics,Accessories,Online,9,422.06,0.2,3038.83,295.83,908.86
ORD103621,2025-02-21,PRD6002,Phones Elite,SKU-44191,Aniruddh Luthra,Andhra Pradesh,Electronics,Phones,Store,1,50.88,0.29,36.12,29.13,15.44
ORD103622,2022-06-06,PRD3542,Men Elite,SKU-27466,Badal Vig,Bihar,Clothing,Men,Online,8,350.82,0.12,2469.77,236.57,804.32
ORD103623,2016-04-05,PRD8310,Accessories Pro,SKU-34707,Vanya Sandhu,Assam,Electronics,Accessories,Online,10,246.42,0.26,1823.51,131.77,848.41
ORD103624,2021-11-15,PRD4999,Laptops Elite,SKU-16402,Armaan Gade,Manipur,Electronics,Laptops,Store,6,301.4,0.18,1482.89,202.27,487.72
ORD103625,2021-04-27,PRD10385,Makeup Plus,SKU-23551,Mannat Zacharia,Maharashtra,Beauty,Makeup,Online,1,346.09,0.23,266.49,169.91,135.66
ORD103626,2015-05-12,PRD3106,Decor Max,SKU-23998,Damini Shenoy,Uttarakhand,Home & Kitchen,Decor,Online,7,111.87,0.26,579.49,72.65,203.16
ORD103627,2020-03-14,PRD8259,Phones X,SKU-99874,Azad Sandhu,Madhya Pradesh,Electronics,Phones,Online,8,105.91,0.23,652.41,81.87,148.09
ORD103628,2020-04-12,PRD5076,Accessories Go,SKU-94278,Sara Bail,West Bengal,Electronics,Accessories,Online,10,290.51,0.21,2295.03,228.65,488.69
ORD103629,2023-05-14,PRD6156,Haircare Plus,SKU-84602,Indranil Jaggi,Sikkim,Beauty,Haircare,Store,4,399.67,0.1,1438.81,208.01,689.98
ORD103630,2018-09-13,PRD3158,Appliances Pro,SKU-34041,Sana Shenoy,Madhya Pradesh,Home & Kitchen,Appliances,Online,8,409.46,0.23,2522.27,168.94,1481.6
ORD103631,2024-09-07,PRD3412,Decor Max,SKU-89671,Bhavin Bera,Manipur,Home & Kitchen,Decor,Store,4,489.57,0.13,1703.7,208.57,977.88
ORD103632,2019-12-05,PRD7688,Laptops Go,SKU-31097,Khushi Kuruvilla,Assam,Electronics,Laptops,Store,2,153.4,0.2,245.44,99.64,86.02
ORD103633,2023-10-23,PRD10000,Furniture Pro,SKU-64009,Lagan Gaba,Andhra Pradesh,Home & Kitchen,Furniture,Online,3,318.07,0.26,706.12,234.27,186.04
ORD103634,2019-07-09,PRD2857,Decor X,SKU-83908,Kiara Varghese,Sikkim,Home & Kitchen,Decor,Store,4,306.93,0.21,969.9,216.04,287.21
ORD103635,2016-08-30,PRD6481,Women Go,SKU-21623,Shamik Master,Uttarakhand,Clothing,Women,Store,8,194.56,0.1,1400.83,95.67,712.01
ORD103636,2024-12-28,PRD5172,Laptops Pro,SKU-45144,Miraan Zacharia,Mizoram,Electronics,Laptops,Online,10,264.63,0.04,2540.45,130.05,1291.97
ORD103637,2023-08-25,PRD5066,Decor Pro,SKU-28455,Jivika Raval,Mizoram,Home & Kitchen,Decor,Store,6,238.05,0.09,1299.75,149.92,481.19
ORD103638,2023-08-15,PRD7677,Women X,SKU-98572,Umang Sanghvi,Jharkhand,Clothing,Women,Online,7,121.26,0.16,713.01,86.79,202.68
ORD103639,2019-03-13,PRD7802,Furniture Plus,SKU-43949,Purab Suresh,Haryana,Home & Kitchen,Furniture,Store,1,162.78,0.2,130.22,129.85,26.34
ORD103640,2017-02-25,PRD7494,Appliances Pro,SKU-55748,Navya Sood,Delhi,Home & Kitchen,Appliances,Store,1,210.33,0.06,197.71,113.48,91.04
ORD103641,2025-09-06,PRD5186,Furniture Plus,SKU-33006,Amira Kunda,Goa,Home & Kitchen,Furniture,Store,7,90.96,0.24,483.91,65.01,138.05
ORD103642,2015-12-19,PRD5582,Outdoor Elite,SKU-12844,Rati Goel,Manipur,Sports,Outdoor,Online,4,384.02,0.23,1182.78,184.7,613.91
ORD103643,2015-08-13,PRD4011,Team Sports X,SKU-95401,Jiya Gulati,Kerala,Sports,Team Sports,Online,3,475.91,0.01,1413.45,324.96,448.32
ORD103644,2015-04-07,PRD1943,Phones Plus,SKU-87769,Biju Bandi,Kerala,Electronics,Phones,Online,9,214.2,0.03,1869.97,108.93,919.01
ORD103645,2019-08-22,PRD9346,Furniture Plus,SKU-96974,Nitara Atwal,Punjab,Home & Kitchen,Furniture,Store,9,379.19,0.24,2593.66,242.47,935.16
ORD103646,2025-05-20,PRD2745,Makeup Plus,SKU-41819,Kimaya Suresh,Assam,Beauty,Makeup,Store,5,303.87,0.24,1154.71,186.95,444.3
ORD103647,2024-06-13,PRD2155,Outdoor Max,SKU-10018,Anahi Agarwal,Karnataka,Sports,Outdoor,Online,4,15.62,0.22,48.73,9.91,17.82
ORD103648,2023-04-30,PRD1976,Outdoor Pro,SKU-50739,Anaya Ravi,Telangana,Sports,Outdoor,Online,2,147.98,0.15,251.57,87.82,102.27
ORD103649,2017-09-29,PRD6764,Outdoor X,SKU-45457,Divij Chauhan,Ladakh,Sports,Outdoor,Store,2,20.56,0.04,39.48,12.0,16.44
ORD103650,2019-09-06,PRD9446,Accessories X,SKU-86835,Divij Ghosh,Manipur,Electronics,Accessories,Store,1,324.49,0.17,269.33,192.56,109.5
ORD103651,2015-11-03,PRD1470,Team Sports Plus,SKU-25486,Miraan Upadhyay,Uttarakhand,Sports,Team Sports,Store,6,478.64,0.27,2096.44,379.0,436.42
ORD103652,2023-08-29,PRD7762,Phones Go,SKU-28338,Ishita Shah,Arunachal Pradesh,Electronics,Phones,Online,6,117.87,0.21,558.7,80.33,177.94
ORD103653,2016-08-13,PRD9953,Kids Go,SKU-45169,Sumer Goel,Chandigarh,Clothing,Kids,Store,5,257.09,0.14,1105.49,165.59,393.45
ORD103654,2022-04-19,PRD2551,Team Sports Pro,SKU-59423,Parinaaz Hayer,Manipur,Sports,Team Sports,Store,5,482.24,0.29,1711.95,369.13,401.54
ORD103655,2024-04-18,PRD8949,Fitness Plus,SKU-39781,Priyansh Raju,Madhya Pradesh,Sports,Fitness,Online,10,421.37,0.2,3370.96,257.3,1312.56
ORD103656,2022-03-08,PRD10861,Laptops Elite,SKU-93888,Pihu Cherian,Rajasthan,Electronics,Laptops,Store,10,341.49,0.12,3005.11,149.42,1690.22
ORD103657,2019-11-19,PRD8034,Haircare Plus,SKU-89597,Gokul Gupta,Bihar,Beauty,Haircare,Store,7,59.9,0.0,419.3,30.99,202.37
ORD103658,2025-07-14,PRD3307,Laptops Max,SKU-74591,Sana Khanna,Rajasthan,Electronics,Laptops,Online,1,143.02,0.07,133.01,70.98,67.0
ORD103659,2024-01-26,PRD9977,Men X,SKU-89077,Yakshit Rau,Jammu and Kashmir,Clothing,Men,Store,7,239.22,0.12,1473.6,160.39,485.59
ORD103660,2017-09-24,PRD4912,Phones Plus,SKU-68406,Indrajit Rana,Andhra Pradesh,Electronics,Phones,Online,3,402.38,0.23,929.5,249.9,352.23
ORD103661,2021-07-13,PRD8030,Men Pro,SKU-18914,Keya Bains,Tamil Nadu,Clothing,Men,Online,5,258.32,0.16,1084.94,126.83,552.26
ORD103662,2016-01-29,PRD7583,Men X,SKU-23215,Mohanlal Saraf,Jharkhand,Clothing,Men,Online,10,60.79,0.16,510.64,26.14,291.06
ORD103663,2017-08-06,PRD2682,Skincare Elite,SKU-11340,Dhanush Banik,Gujarat,Beauty,Skincare,Store,1,340.2,0.01,336.8,205.49,133.36
ORD103664,2024-07-17,PRD8386,Decor Elite,SKU-96131,Hansh Ratta,Punjab,Home & Kitchen,Decor,Online,8,75.75,0.25,454.5,31.7,264.3
ORD103665,2019-07-30,PRD5867,Appliances Elite,SKU-85208,Ishaan Sastry,Meghalaya,Home & Kitchen,Appliances,Store,9,456.71,0.15,3493.83,283.31,1326.51
ORD103666,2022-10-20,PRD6418,Kids Elite,SKU-11947,Alisha Khalsa,Uttarakhand,Clothing,Kids,Store,6,305.95,0.15,1560.34,201.9,530.65
ORD103667,2022-01-30,PRD5880,Decor Elite,SKU-69836,Ranbir Wali,West Bengal,Home & Kitchen,Decor,Online,9,241.38,0.1,1955.18,190.19,414.64
ORD103668,2015-05-06,PRD9271,Fitness Max,SKU-74072,Zeeshan Konda,West Bengal,Sports,Fitness,Online,2,454.13,0.23,699.36,294.15,246.37
ORD103669,2023-04-04,PRD7487,Team Sports Plus,SKU-72801,Alia Biswas,Madhya Pradesh,Sports,Team Sports,Store,4,247.57,0.28,713.0,124.29,355.05
ORD103670,2019-07-18,PRD10897,Men Go,SKU-57136,Jayant Butala,Andhra Pradesh,Clothing,Men,Online,5,226.07,0.18,926.89,152.7,300.82
ORD103671,2023-07-23,PRD2382,Women Go,SKU-14670,Siya Joshi,Assam,Clothing,Women,Store,7,100.45,0.27,513.3,59.67,208.39
ORD103672,2021-03-06,PRD8662,Outdoor Elite,SKU-35536,Fateh Bains,Puducherry,Sports,Outdoor,Store,4,149.64,0.3,418.99,66.6,232.51
ORD103673,2018-05-13,PRD7756,Laptops X,SKU-45242,Drishya Sabharwal,Assam,Electronics,Laptops,Store,10,353.14,0.07,3284.2,181.42,1597.0
ORD103674,2022-04-19,PRD1603,Phones X,SKU-72358,Taimur Viswanathan,Bihar,Electronics,Phones,Online,10,381.19,0.2,3049.52,285.33,766.88
ORD103675,2021-07-11,PRD6526,Appliances Pro,SKU-46269,Mannat Ray,Tamil Nadu,Home & Kitchen,Appliances,Online,6,396.25,0.12,2092.2,178.18,1151.41
ORD103676,2022-01-06,PRD10729,Kids Max,SKU-16297,Jhanvi Goyal,Nagaland,Clothing,Kids,Store,2,487.55,0.0,975.1,377.79,219.52
ORD103677,2022-06-05,PRD3275,Men Plus,SKU-72702,Parinaaz Khosla,Gujarat,Clothing,Men,Store,7,456.18,0.04,3065.53,362.09,632.28
ORD103678,2019-12-24,PRD3484,Haircare Elite,SKU-47116,Purab Balasubramanian,West Bengal,Beauty,Haircare,Store,6,40.39,0.04,232.65,28.54,68.26
ORD103679,2025-03-17,PRD10178,Fitness Go,SKU-53499,Ishita Gandhi,Chandigarh,Sports,Fitness,Store,5,25.0,0.05,118.75,10.21,70.25
ORD103680,2015-01-22,PRD1984,Skincare Elite,SKU-72844,Pari Tak,Goa,Beauty,Skincare,Store,5,237.73,0.23,915.26,131.82,407.75
ORD103681,2016-07-02,PRD2134,Women Plus,SKU-46032,Kismat Choudhary,Himachal Pradesh,Clothing,Women,Store,7,308.43,0.26,1597.67,148.47,828.59
ORD103682,2015-01-22,PRD8543,Haircare Go,SKU-77018,Charvi Sathe,Telangana,Beauty,Haircare,Online,5,227.52,0.2,910.08,95.26,529.04
ORD103683,2019-01-16,PRD5296,Women Max,SKU-31694,Dishani Baral,Haryana,Clothing,Women,Store,4,410.19,0.06,1542.31,249.11,605.66
ORD103684,2021-11-24,PRD10770,Makeup Pro,SKU-40928,Nishith Loke,Nagaland,Beauty,Makeup,Store,6,491.22,0.3,2063.12,377.29,478.51
ORD103685,2018-05-07,PRD1028,Skincare Go,SKU-43323,Darshit Rattan,Assam,Beauty,Skincare,Online,2,51.52,0.08,94.8,24.53,49.66
ORD103686,2017-10-28,PRD7608,Outdoor Plus,SKU-54982,Shray Samra,Puducherry,Sports,Outdoor,Online,2,340.96,0.17,565.99,223.9,194.32
ORD103687,2025-03-25,PRD4989,Men Go,SKU-44988,Rhea Bawa,Tamil Nadu,Clothing,Men,Online,10,419.18,0.21,3311.52,196.84,1756.49
ORD103688,2020-03-15,PRD7665,Decor X,SKU-11887,Nirvaan Guha,Andhra Pradesh,Home & Kitchen,Decor,Store,5,150.64,0.0,753.2,74.34,381.5
ORD103689,2017-02-06,PRD5373,Outdoor X,SKU-31334,Zeeshan Wason,Uttar Pradesh,Sports,Outdoor,Online,2,242.45,0.03,470.35,140.02,198.71
ORD103690,2023-01-24,PRD1451,Men Elite,SKU-37329,Biju Sama,Jammu and Kashmir,Clothing,Men,Store,10,337.46,0.06,3172.12,143.29,1825.2
ORD103691,2019-12-31,PRD8627,Skincare Max,SKU-44290,Renee Verma,Himachal Pradesh,Beauty,Skincare,Online,7,230.51,0.07,1500.62,163.92,433.5
ORD103692,2020-05-04,PRD7239,Women X,SKU-80730,Indrajit Choudhry,Mizoram,Clothing,Women,Online,2,482.36,0.05,916.48,265.05,412.89
ORD103693,2015-11-11,PRD8635,Fitness Elite,SKU-66374,Vivaan Chawla,Gujarat,Sports,Fitness,Online,7,50.52,0.25,265.23,39.88,55.86
ORD103694,2016-09-23,PRD4854,Phones Plus,SKU-92988,Shayak Manne,Chhattisgarh,Electronics,Phones,Store,4,405.43,0.13,1410.9,177.58,792.92
ORD103695,2023-08-18,PRD9609,Makeup X,SKU-36408,Mehul Bhavsar,West Bengal,Beauty,Makeup,Store,4,115.6,0.18,379.17,61.91,176.1
ORD103696,2018-04-08,PRD6815,Haircare Plus,SKU-34717,Zara Bhasin,Punjab,Beauty,Haircare,Store,6,96.3,0.23,444.91,65.16,143.87
ORD103697,2018-11-15,PRD3194,Makeup Plus,SKU-24780,Saira Sarna,Uttar Pradesh,Beauty,Makeup,Store,5,318.59,0.14,1369.94,240.04,337.76
ORD103698,2018-08-24,PRD1759,Laptops Elite,SKU-25435,Rohan Keer,Ladakh,Electronics,Laptops,Online,4,287.83,0.27,840.46,196.81,265.78
ORD103699,2016-04-25,PRD2042,Laptops Max,SKU-80765,Neelofar Bhatt,Madhya Pradesh,Electronics,Laptops,Store,5,196.91,0.15,836.87,140.0,241.87
ORD103700,2018-02-21,PRD8866,Women X,SKU-17934,Tarini Rama,Jammu and Kashmir,Clothing,Women,Online,7,114.46,0.05,761.16,71.44,286.08
ORD103701,2016-06-19,PRD8951,Kids Go,SKU-22015,Ivana Sane,Jammu and Kashmir,Clothing,Kids,Online,5,495.77,0.2,1983.08,365.08,522.76
ORD103702,2016-06-28,PRD6933,Outdoor Pro,SKU-42965,Hazel Dora,Uttar Pradesh,Sports,Outdoor,Online,10,182.13,0.22,1420.61,133.84,376.66
